Exam_Score,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Internet_Access,Tutoring_Sessions,School_Type,Physical_Activity,Distance_from_Home,Motivation_Level
64,67,Medium,Low,8,No,1,Public,3,Near,High
65,84,Medium,Low,9,Yes,1,Public,3,Far,High
64,70,Medium,High,6,Yes,1,Public,1,Moderate,Low
68,70,High,High,5,Yes,1,Private,3,Moderate,Medium
67,80,Low,Medium,6,Yes,1,Private,3,Near,High
68,86,High,Medium,8,Yes,0,Private,5,Near,Low
61,65,Low,Medium,7,Yes,2,Public,4,Moderate,Medium
69,67,Medium,High,4,Yes,5,Public,4,Near,High
64,70,Low,High,4,Yes,0,Private,3,Near,High
74,99,High,Medium,7,No,3,Public,4,Near,Medium
66,76,Medium,Medium,8,Yes,1,Public,4,Near,Low
68,84,Medium,Medium,6,Yes,1,Public,2,Near,Medium
65,70,Medium,High,8,Yes,3,Private,3,Far,High
66,80,Medium,High,5,No,0,Private,3,Near,Medium
66,63,High,Low,7,No,2,Public,2,Near,Medium
65,61,Medium,Low,7,Yes,3,Private,2,Near,High
67,79,Medium,Medium,8,Yes,3,Private,4,Moderate,Medium
65,76,Low,Medium,5,Yes,0,Public,4,Moderate,Medium
63,65,Medium,Medium,5,Yes,1,Public,3,Moderate,Medium
67,88,High,Medium,8,Yes,1,Private,2,Near,Medium
70,100,Medium,High,5,Yes,2,Public,4,Near,Low
68,76,High,High,6,No,0,Public,3,Moderate,Low
66,85,Medium,Medium,9,Yes,1,Public,3,Far,High
67,99,Medium,Medium,7,Yes,3,Private,1,Moderate,Low
72,93,Medium,Low,8,Yes,2,Private,1,Near,Low
68,79,High,High,8,Yes,0,Private,2,Near,Medium
66,89,Medium,High,8,No,1,Public,2,Near,Medium
62,65,Medium,Medium,7,Yes,0,Private,4,Moderate,Medium
65,80,High,Low,6,Yes,1,Public,4,Near,Medium
67,71,High,Low,10,Yes,3,Public,4,Near,Low
62,66,Medium,Medium,7,Yes,3,Public,2,Near,Low
66,77,Medium,Low,7,Yes,1,Public,3,Near,Low
67,65,Medium,Medium,8,No,1,Private,3,Near,High
68,88,Medium,Medium,6,Yes,2,Public,3,Near,Medium
66,78,Medium,Medium,6,Yes,1,Public,4,Moderate,Medium
68,81,High,High,9,Yes,0,Private,4,Near,Medium
62,66,Low,Medium,6,Yes,2,Public,5,Near,Medium
64,66,Medium,High,8,Yes,1,Public,2,Near,Medium
68,83,High,Low,8,Yes,1,Public,3,Near,Medium
71,99,Low,Low,7,Yes,2,Private,2,Moderate,Low
63,64,Medium,Medium,7,Yes,2,Public,4,Near,Medium
62,71,High,Medium,8,Yes,1,Public,2,Moderate,High
69,95,High,Low,7,Yes,1,Private,3,Near,Low
62,63,Medium,Medium,4,Yes,0,Private,3,Moderate,Medium
71,95,Low,Medium,9,Yes,3,Public,3,Near,Medium
69,81,Low,High,6,Yes,3,Public,4,Near,Medium
66,76,Medium,Medium,7,Yes,1,Private,2,Moderate,Low
64,72,Low,Medium,5,Yes,0,Public,4,Near,Low
65,72,Low,High,6,No,1,Public,3,Near,Low
68,72,High,High,6,Yes,1,Private,1,Moderate,High
69,95,High,Medium,7,Yes,1,Public,3,Near,High
68,89,High,Medium,6,Yes,2,Public,3,Near,Low
71,87,Low,Medium,10,Yes,3,Public,4,Near,Low
66,92,Low,Medium,7,Yes,1,Public,5,Far,Medium
65,70,High,Low,8,Yes,2,Private,3,Moderate,Medium
68,85,High,Medium,7,Yes,1,Private,1,Near,Medium
72,78,High,High,8,Yes,0,Public,3,Near,Medium
75,91,High,Medium,4,Yes,3,Public,2,Near,Medium
67,72,High,Low,6,Yes,2,Public,3,Near,Low
67,86,Medium,Medium,6,Yes,1,Private,2,Moderate,Low
70,95,Medium,Medium,6,Yes,2,Public,3,Near,High
64,76,Medium,Medium,8,Yes,5,Public,3,Near,Medium
65,63,Medium,Medium,8,Yes,1,Private,3,Far,High
68,81,Medium,Medium,7,Yes,1,Public,3,Moderate,Medium
67,74,High,High,7,Yes,1,Public,2,Moderate,Medium
66,87,Low,Medium,10,No,1,Public,1,Moderate,Medium
69,98,High,Medium,7,Yes,0,Private,1,Moderate,Low
64,79,Low,High,4,Yes,2,Public,1,Near,Low
68,79,Medium,High,8,Yes,1,Public,3,Near,High
68,86,High,Medium,8,Yes,5,Private,3,Near,Low
65,64,Low,High,9,No,1,Private,3,Near,Low
65,70,Medium,Medium,8,Yes,0,Public,2,Moderate,Medium
65,97,Low,Medium,6,No,1,Public,2,Near,Medium
67,87,High,Medium,8,Yes,0,Public,2,Near,Low
63,61,High,Medium,7,Yes,2,Public,3,Near,Medium
62,68,High,Medium,9,Yes,1,Public,3,Near,Medium
73,87,High,Medium,9,Yes,2,Private,4,Moderate,High
72,91,High,High,7,Yes,2,Public,3,Moderate,High
71,94,Low,Medium,8,Yes,5,Public,6,Near,High
67,72,Medium,Medium,9,Yes,3,Public,4,Near,High
66,97,Medium,Low,7,Yes,0,Public,2,Moderate,Medium
68,82,Medium,High,10,Yes,1,Private,2,Moderate,High
70,88,High,High,9,Yes,0,Public,4,Near,Low
66,84,Medium,Medium,6,No,2,Private,2,Far,Medium
56,65,Low,High,7,Yes,0,Private,2,Far,Medium
71,99,Medium,High,8,No,1,Public,3,Far,High
64,65,Low,High,10,Yes,2,Private,3,Moderate,Medium
65,70,Medium,Medium,8,Yes,2,Public,3,Far,Low
70,93,Medium,Medium,7,Yes,2,Public,1,Near,High
70,85,High,Low,9,Yes,1,Public,2,Moderate,Medium
71,94,Low,High,7,Yes,2,Public,4,Far,Medium
70,81,High,High,6,Yes,0,Public,5,Far,Medium
62,75,Low,High,8,Yes,3,Public,3,Moderate,Medium
72,97,Medium,Medium,6,Yes,1,Private,3,Near,Low
62,61,Medium,Medium,10,Yes,0,Private,3,Near,Low
67,94,Low,Medium,7,Yes,2,Public,4,Near,High
58,69,Low,Medium,8,Yes,0,Public,2,Moderate,Low
69,94,Low,Medium,6,Yes,3,Public,4,Near,Medium
60,66,Medium,Low,9,Yes,0,Private,4,Near,Medium
72,83,High,High,7,Yes,2,Public,4,Near,High
66,96,Medium,Medium,7,Yes,0,Public,3,Moderate,Medium
66,79,Medium,High,7,Yes,2,Public,3,Far,Medium
69,90,Medium,High,5,Yes,1,Private,4,Moderate,Low
70,92,Low,Medium,7,Yes,2,Public,4,Moderate,Low
70,89,Low,Medium,8,Yes,2,Public,1,Near,Medium
70,97,High,High,5,Yes,0,Private,3,Moderate,Low
67,78,Low,High,9,Yes,2,Public,2,Near,Medium
67,67,High,Medium,7,Yes,2,Public,3,Near,Medium
59,62,Low,Low,7,Yes,0,Public,3,Far,High
67,70,Medium,Medium,4,Yes,1,Private,2,Moderate,Low
65,66,High,Medium,7,Yes,1,Private,4,Moderate,Medium
68,82,Medium,Medium,5,Yes,1,Public,3,Near,Medium
71,67,High,High,6,Yes,1,Public,3,Near,Low
61,62,Medium,Medium,5,Yes,2,Public,3,Near,Medium
63,61,Medium,Medium,6,Yes,0,Public,3,Near,Medium
67,93,Medium,High,7,Yes,1,Private,3,Near,Low
69,84,High,Medium,7,No,1,Public,4,Near,Medium
70,74,Medium,High,8,Yes,0,Public,3,Near,Low
69,96,Medium,Low,4,No,0,Public,3,Moderate,High
66,63,High,Medium,7,Yes,1,Public,4,Far,Medium
70,99,Medium,Low,7,Yes,1,Public,4,Moderate,Low
67,85,Medium,Medium,6,Yes,2,Public,2,Moderate,Low
61,67,High,High,6,Yes,0,Private,2,Near,Medium
74,87,Medium,High,9,Yes,2,Private,2,Moderate,Medium
70,91,Medium,High,10,Yes,1,Private,3,Near,Low
66,77,High,Medium,4,Yes,0,Private,4,Near,Low
73,94,Medium,High,6,Yes,1,Public,1,Near,High
62,66,Medium,Medium,5,Yes,1,Private,2,Near,Medium
65,71,Medium,Low,7,Yes,2,Public,2,Moderate,Low
62,64,High,Medium,9,Yes,0,Private,3,Near,Low
64,68,Low,Medium,8,No,1,Public,4,Moderate,Medium
63,70,Medium,Medium,7,Yes,1,Public,2,Far,Medium
69,97,Medium,Medium,7,Yes,1,Public,4,Near,Medium
63,63,Medium,Medium,7,Yes,3,Public,5,Near,Low
67,77,Medium,Medium,8,Yes,1,Public,4,Moderate,Medium
65,81,Medium,Low,8,Yes,1,Private,2,Near,Medium
71,96,Medium,High,8,Yes,0,Private,1,Near,Medium
71,100,Medium,Medium,4,Yes,3,Public,3,Moderate,Medium
69,90,Medium,Medium,7,Yes,0,Public,4,Far,High
71,99,Medium,High,7,Yes,2,Private,3,Moderate,Medium
68,91,Low,Medium,8,Yes,1,Public,5,Near,Medium
70,99,Low,Medium,7,Yes,2,Public,0,Near,Medium
71,88,Medium,High,8,Yes,0,Private,3,Near,Medium
68,63,Medium,Medium,6,Yes,1,Public,4,Near,Medium
69,76,Low,High,8,Yes,1,Private,4,Near,Medium
71,86,Medium,Medium,9,Yes,4,Private,2,Near,Medium
63,74,High,Medium,5,No,2,Private,3,Far,Low
66,71,Low,Medium,5,Yes,4,Public,4,Moderate,Medium
67,83,Medium,Medium,8,Yes,1,Public,3,Moderate,Medium
71,97,High,Low,7,Yes,3,Private,3,Far,Medium
59,61,Low,Low,9,Yes,0,Public,2,Near,Medium
67,91,High,Medium,7,Yes,0,Public,2,Near,Medium
66,89,High,High,8,Yes,2,Public,4,Moderate,Medium
72,99,Low,High,6,Yes,1,Public,3,Far,High
70,97,High,High,8,Yes,0,Public,3,Near,Low
68,90,Medium,Medium,8,Yes,3,Public,3,Near,Low
63,81,Low,Medium,6,Yes,0,Public,2,Moderate,Low
69,68,Medium,Medium,9,Yes,3,Public,2,Near,Medium
67,82,Low,Medium,4,Yes,0,Private,3,Near,Low
75,91,Medium,High,7,Yes,1,Public,3,Near,Low
67,96,Low,Low,5,Yes,0,Private,2,Far,Medium
74,92,High,High,5,Yes,0,Private,3,Near,Medium
66,68,Medium,High,8,Yes,1,Public,4,Moderate,Medium
65,84,Medium,High,5,No,2,Public,1,Near,Medium
60,73,Low,Medium,5,Yes,1,Public,1,Near,High
63,60,Medium,High,8,Yes,1,Private,4,Far,High
69,68,Low,High,5,Yes,3,Public,2,Near,Low
64,65,High,High,9,Yes,1,Public,2,Near,Medium
68,94,Low,Medium,8,Yes,1,Private,4,Near,Medium
63,70,Medium,Medium,6,Yes,2,Public,4,Moderate,Low
65,71,Medium,Medium,8,Yes,0,Public,2,Near,Low
74,98,Medium,High,4,Yes,0,Public,3,Near,Medium
65,75,Medium,High,8,Yes,2,Public,2,Moderate,Medium
61,60,Medium,Medium,5,Yes,0,Public,2,Near,Medium
66,71,Medium,High,6,Yes,1,Public,3,Near,Medium
67,65,Medium,High,6,Yes,1,Public,3,Moderate,High
66,64,High,Medium,9,Yes,0,Public,3,Near,Medium
69,63,High,Medium,6,Yes,4,Private,2,Near,High
65,84,Medium,Medium,7,Yes,2,Public,3,Moderate,Low
65,68,High,High,6,Yes,2,Public,3,Far,Medium
66,74,High,Medium,6,Yes,0,Private,3,Near,Medium
73,94,Medium,High,5,Yes,2,Public,2,Near,Low
64,77,Low,Medium,7,Yes,2,Public,2,Moderate,Medium
67,97,Medium,Low,7,Yes,0,Public,5,Near,Low
67,80,Medium,Low,8,Yes,0,Private,1,Near,High
68,76,Medium,Low,7,Yes,3,Public,4,Near,Medium
71,90,Medium,Low,7,Yes,2,Public,3,Moderate,Medium
64,63,Medium,Medium,8,Yes,0,Private,3,Near,Medium
67,64,Medium,Medium,6,Yes,1,Public,2,Moderate,Medium
68,86,Medium,Low,5,Yes,2,Private,1,Moderate,Medium
67,79,Low,Medium,8,Yes,1,Private,3,Near,High
70,92,Low,Medium,6,Yes,3,Public,2,Near,High
64,97,Medium,Low,7,Yes,2,Private,3,Far,Medium
63,76,Medium,Medium,6,Yes,0,Public,4,Near,Medium
71,84,High,High,6,Yes,3,Public,4,Near,Medium
64,80,Low,Low,4,Yes,1,Public,3,Moderate,Low
70,99,Low,Low,8,Yes,3,Private,4,Near,High
70,93,Medium,High,4,Yes,3,Public,3,Near,High
67,96,Medium,High,9,Yes,1,Private,1,Near,Medium
62,70,Medium,Medium,9,Yes,1,Public,4,Near,Low
69,91,Medium,Medium,6,Yes,2,Private,2,Near,Low
69,71,Low,High,9,Yes,2,Public,1,Moderate,Low
62,68,Low,High,10,No,0,Public,3,Far,Low
70,98,Low,Medium,7,Yes,1,Private,1,Near,High
66,61,Medium,Medium,8,Yes,2,Public,3,Near,High
69,99,High,Medium,7,Yes,1,Public,3,Near,Low
65,66,Medium,Low,9,Yes,3,Public,3,Near,Medium
66,93,Low,High,5,Yes,0,Public,3,Near,Low
69,71,High,Medium,7,Yes,2,Public,3,Near,Low
66,74,High,Medium,8,Yes,1,Private,5,Far,Low
65,69,Low,High,8,Yes,1,Public,3,Near,Medium
66,83,Medium,Low,7,Yes,1,Public,2,Near,Low
63,74,Low,Low,9,Yes,1,Public,3,Near,Medium
72,86,Low,Medium,7,Yes,0,Public,3,Near,Medium
62,61,Medium,Medium,7,Yes,3,Public,2,Moderate,Low
64,63,High,High,8,Yes,1,Private,1,Near,Medium
61,64,Medium,Low,7,Yes,2,Public,2,Far,High
70,77,High,Medium,7,Yes,0,Public,2,Near,Low
67,93,Medium,Medium,6,Yes,1,Private,2,Moderate,Medium
66,96,High,High,10,Yes,3,Private,4,Far,Medium
66,70,Medium,Medium,6,Yes,2,Public,4,Near,Medium
68,83,Low,Medium,8,Yes,1,Public,3,Near,Low
67,91,High,High,10,Yes,0,Public,3,Moderate,Medium
65,72,Medium,High,5,Yes,1,Public,3,Near,Medium
70,76,Medium,High,8,No,0,Public,4,Moderate,Low
69,81,Medium,Medium,7,No,1,Public,4,Near,Medium
68,65,Medium,Medium,10,Yes,1,Public,4,Near,Medium
61,61,Medium,Medium,6,Yes,0,Public,1,Near,Medium
65,66,Medium,High,6,Yes,0,Public,5,Far,Low
71,85,High,High,7,Yes,3,Public,2,Near,Medium
66,63,Medium,High,6,Yes,0,Private,3,Near,Low
62,68,Medium,High,6,No,0,Private,3,Near,Medium
61,74,Low,Low,10,Yes,0,Public,2,Near,Medium
67,63,High,High,7,Yes,1,Public,2,Near,Medium
66,68,Medium,High,6,Yes,0,Public,3,Near,Medium
71,96,Low,High,6,No,1,Public,2,Moderate,High
62,61,Medium,High,8,Yes,0,Private,3,Moderate,High
67,86,Medium,Medium,8,Yes,1,Public,3,Near,Low
64,75,Medium,Medium,6,Yes,0,Public,2,Near,Medium
68,87,Medium,Low,5,Yes,2,Private,3,Near,Medium
67,84,Medium,Medium,7,Yes,3,Public,4,Moderate,High
63,69,Medium,Medium,7,Yes,1,Public,2,Near,High
70,94,High,High,6,Yes,2,Public,4,Near,Medium
67,80,Low,High,9,Yes,1,Public,1,Near,Medium
71,93,Medium,High,8,Yes,1,Private,3,Moderate,Low
62,76,Medium,Low,7,Yes,3,Private,4,Far,Low
75,99,Medium,Medium,6,Yes,3,Public,4,Near,Medium
72,91,Low,Medium,10,Yes,1,Public,5,Near,Low
73,99,Medium,Low,5,Yes,4,Public,3,Near,Low
64,81,Low,Medium,6,Yes,3,Private,3,Near,High
73,79,Medium,High,6,Yes,1,Public,1,Near,High
66,90,Medium,Low,7,Yes,2,Public,2,Far,Low
69,95,Low,Low,8,Yes,1,Private,3,Near,High
70,99,Medium,Medium,5,Yes,1,Public,4,Moderate,High
70,73,Medium,High,6,Yes,1,Public,0,Near,Medium
71,92,High,High,8,Yes,0,Private,2,Moderate,Medium
64,68,Low,High,6,Yes,0,Private,4,Near,High
71,82,Medium,High,6,Yes,7,Private,4,Near,Low
63,67,High,Medium,7,Yes,1,Private,2,Far,High
68,74,High,High,6,Yes,2,Public,4,Near,Low
71,97,Medium,Medium,7,Yes,3,Public,3,Near,Medium
65,66,Medium,Medium,8,Yes,4,Private,5,Moderate,Medium
66,85,High,Medium,7,No,1,Public,3,Near,Medium
72,84,High,High,9,Yes,0,Private,3,Near,High
65,65,High,High,8,Yes,1,Public,4,Moderate,Low
60,73,Low,Medium,7,No,1,Public,3,Far,Medium
67,83,Low,Medium,7,No,2,Public,4,Moderate,High
65,67,Medium,High,10,Yes,1,Private,2,Near,High
64,92,High,Low,6,Yes,0,Public,2,Moderate,High
72,99,High,High,7,Yes,2,Public,4,Moderate,Medium
62,69,High,Medium,6,Yes,3,Private,2,Moderate,Medium
67,67,Medium,Medium,8,Yes,0,Public,4,Moderate,Medium
67,78,Medium,Medium,10,Yes,1,Private,3,Near,Medium
69,90,Medium,Medium,7,Yes,4,Public,3,Near,Low
65,71,High,High,7,Yes,1,Private,4,Moderate,Low
62,61,Medium,High,7,Yes,0,Public,3,Far,Low
69,82,High,Medium,5,Yes,0,Private,3,Near,Medium
72,98,Medium,High,7,Yes,1,Public,3,Far,Medium
63,76,Low,High,10,Yes,1,Public,3,Far,Low
64,77,High,Medium,8,Yes,1,Public,3,Far,Low
67,99,Low,Medium,9,Yes,1,Public,3,Far,Medium
70,88,Medium,Medium,9,Yes,2,Public,4,Moderate,High
64,89,High,Low,6,Yes,3,Private,2,Moderate,Medium
69,83,Medium,Medium,10,Yes,1,Public,2,Moderate,Medium
72,99,High,High,4,Yes,2,Private,4,Near,Low
69,88,Medium,Medium,7,Yes,4,Private,2,Near,Medium
75,96,High,Medium,4,Yes,3,Private,5,Near,Medium
67,88,Low,Medium,4,Yes,1,Public,2,Near,Low
67,89,Medium,Medium,8,Yes,1,Private,3,Near,High
66,72,Medium,Medium,6,Yes,0,Public,2,Far,High
64,72,Medium,Low,9,Yes,0,Public,3,Moderate,High
68,91,Medium,Low,4,Yes,2,Private,3,Near,Medium
66,72,High,Medium,7,Yes,1,Public,5,Moderate,High
69,83,High,Medium,5,Yes,3,Public,2,Near,Medium
65,70,High,Low,7,Yes,1,Public,3,Near,Medium
70,93,Medium,Low,9,Yes,2,Private,3,Moderate,High
57,64,Medium,Low,10,Yes,0,Private,3,Near,Low
69,93,Medium,Medium,8,Yes,2,Private,3,Moderate,Low
70,84,High,Low,5,Yes,0,Public,2,Near,Low
63,67,Low,Medium,5,Yes,4,Private,2,Near,Medium
66,82,Medium,Medium,7,Yes,1,Public,3,Moderate,Medium
64,74,High,Medium,10,Yes,1,Public,4,Near,High
62,63,Medium,Low,6,Yes,2,Public,4,Near,High
71,99,High,Medium,6,Yes,1,Private,2,Far,Low
64,61,Medium,High,5,Yes,1,Public,2,Far,Medium
72,86,High,High,7,Yes,1,Public,2,Near,High
64,75,Medium,Medium,7,Yes,0,Public,2,Near,Medium
71,86,Medium,Low,7,Yes,2,Private,4,Moderate,Medium
68,74,Medium,Medium,8,Yes,5,Public,4,Near,High
68,87,Medium,Medium,8,No,3,Public,2,Near,Medium
68,89,Medium,Medium,7,Yes,2,Public,3,Moderate,Medium
69,88,Medium,Medium,7,Yes,3,Public,3,Near,Medium
67,65,Low,Medium,7,Yes,1,Public,3,Near,High
66,86,Medium,Low,7,Yes,0,Private,4,Near,Low
65,71,Medium,Medium,6,Yes,1,Private,4,Far,Medium
63,61,Medium,High,5,Yes,0,Private,2,Moderate,High
62,77,High,Low,7,Yes,1,Public,2,Moderate,Medium
67,77,High,High,6,Yes,1,Private,1,Near,Medium
65,79,Medium,Medium,8,Yes,2,Public,4,Near,Medium
66,88,Medium,Medium,7,Yes,1,Public,3,Near,Medium
66,72,Low,High,7,No,2,Public,4,Near,Medium
64,73,Medium,Medium,8,Yes,0,Public,1,Near,Medium
67,62,High,Medium,5,Yes,5,Public,4,Near,Medium
67,87,Medium,Medium,10,Yes,2,Public,2,Moderate,Medium
61,83,Low,Low,4,Yes,1,Public,4,Moderate,Low
66,74,Medium,Medium,9,Yes,1,Public,5,Near,Medium
66,88,High,Medium,7,Yes,2,Private,4,Moderate,Medium
67,81,Medium,Low,6,Yes,1,Public,2,Moderate,Medium
64,79,High,Medium,5,Yes,1,Public,5,Near,High
64,80,High,Low,6,Yes,1,Public,3,Near,Low
67,85,Low,Medium,7,Yes,2,Public,2,Moderate,Medium
68,86,Low,High,7,Yes,2,Private,3,Near,Low
64,72,Medium,Low,9,Yes,2,Public,4,Near,Medium
63,66,Medium,Medium,7,Yes,0,Private,3,Near,Medium
68,66,Medium,High,7,Yes,2,Public,3,Near,Medium
64,86,Low,Low,8,Yes,2,Private,2,Far,Low
70,95,Low,Medium,7,Yes,2,Public,4,Moderate,High
64,76,Low,Medium,7,Yes,3,Private,3,Near,Medium
59,67,High,Medium,7,Yes,0,Public,2,Far,Medium
71,90,High,Medium,8,Yes,4,Public,2,Moderate,Medium
67,93,Low,Medium,6,Yes,3,Public,5,Moderate,Medium
73,95,Medium,Low,6,Yes,3,Private,3,Near,High
66,84,Low,Low,8,Yes,3,Public,3,Near,Medium
73,94,High,High,5,Yes,2,Private,2,Near,Medium
62,61,High,Medium,7,Yes,1,Public,4,Near,High
69,64,Medium,High,6,Yes,1,Public,3,Near,Medium
66,64,Medium,High,8,Yes,3,Private,3,Near,Medium
68,89,Medium,Low,9,Yes,1,Private,3,Near,Medium
65,63,Medium,Medium,6,Yes,4,Public,5,Near,Low
67,80,Medium,Medium,8,Yes,1,Public,2,Moderate,High
64,79,Medium,Medium,7,Yes,2,Public,2,Near,Low
67,72,High,High,6,No,0,Private,3,Moderate,Medium
66,95,Low,Low,7,Yes,3,Private,3,Moderate,Low
68,67,High,Medium,9,Yes,1,Public,3,Near,High
68,74,Medium,Medium,7,Yes,3,Public,2,Near,Low
64,91,Medium,Low,9,Yes,1,Public,2,Far,Low
63,61,High,Medium,7,Yes,2,Public,1,Near,Low
72,87,High,Medium,5,Yes,2,Public,3,Moderate,Medium
75,93,High,Medium,7,Yes,1,Public,1,Moderate,Medium
71,97,High,Medium,5,Yes,2,Public,3,Near,Low
71,95,High,Medium,7,Yes,2,Public,3,Near,Low
66,73,Medium,Medium,6,Yes,4,Public,5,Near,Low
71,83,High,Medium,10,No,3,Private,4,Moderate,Medium
61,63,High,Medium,9,Yes,0,Public,5,Moderate,Low
65,70,Medium,Medium,7,Yes,1,Public,3,Far,Medium
58,64,Medium,Low,9,Yes,1,Private,1,Near,Low
62,73,High,Low,6,Yes,1,Public,2,Near,High
69,95,High,Low,5,Yes,2,Public,0,Near,Medium
65,74,Medium,Low,8,Yes,1,Public,3,Far,Medium
69,82,High,Medium,8,Yes,3,Private,4,Near,High
68,77,High,Medium,6,Yes,1,Private,3,Near,High
70,78,Medium,Medium,6,Yes,0,Public,2,Far,Medium
72,99,High,Medium,8,Yes,4,Public,4,Near,Medium
66,72,Low,Medium,4,No,3,Private,4,Near,Low
68,85,Low,High,8,Yes,2,Private,4,Near,Low
67,77,Medium,Medium,7,Yes,2,Private,4,Near,High
61,62,High,Low,8,Yes,1,Public,2,Far,Medium
64,80,Low,Low,8,Yes,1,Public,2,Near,Medium
74,93,High,Medium,6,Yes,3,Public,2,Near,Medium
64,64,Medium,Medium,5,Yes,1,Public,3,Near,High
64,63,High,Low,9,Yes,2,Public,2,Near,Medium
61,66,High,Medium,7,Yes,2,Public,4,Near,Low
71,91,High,High,7,Yes,3,Private,3,Near,Medium
72,89,High,Low,8,Yes,2,Private,3,Moderate,Low
68,83,High,High,6,Yes,0,Private,5,Near,Medium
69,79,Low,High,8,Yes,2,Public,5,Moderate,High
74,96,Medium,High,8,No,2,Public,4,Near,High
70,91,Medium,High,9,Yes,3,Public,4,Moderate,Low
69,92,High,Low,9,Yes,1,Public,2,Near,Low
64,93,Low,Low,7,Yes,2,Public,3,Near,Medium
71,86,Low,Low,8,Yes,2,Public,5,Far,Medium
65,78,High,Low,7,Yes,0,Public,3,Near,Low
71,95,High,Medium,7,Yes,0,Public,3,Near,Medium
66,61,Low,Medium,7,Yes,5,Public,2,Near,Medium
64,62,Medium,Medium,4,Yes,1,Public,4,Near,High
70,98,Medium,Medium,7,Yes,0,Private,3,Near,Medium
61,71,Low,Low,9,Yes,1,Private,3,Moderate,Low
71,95,Medium,Medium,8,Yes,1,Private,3,Moderate,High
65,76,Medium,Medium,7,Yes,0,Public,3,Moderate,Medium
59,65,Low,High,7,Yes,0,Public,3,Near,Medium
63,63,Medium,Medium,6,Yes,3,Public,2,Near,Low
64,66,Medium,Medium,6,Yes,1,Public,3,Moderate,Low
63,70,Low,Low,8,Yes,0,Public,4,Near,Low
70,80,High,High,5,Yes,1,Private,2,Moderate,Medium
70,88,High,Medium,5,Yes,1,Public,3,Near,Medium
72,99,High,High,8,Yes,1,Private,4,Near,Medium
65,78,Medium,High,7,Yes,0,Public,2,Moderate,High
71,81,High,Medium,7,Yes,3,Public,1,Moderate,High
70,81,High,Medium,7,Yes,3,Public,1,Moderate,Medium
66,82,Medium,Low,10,Yes,1,Private,3,Moderate,Medium
64,81,Medium,Medium,7,Yes,2,Public,3,Moderate,Medium
64,60,Low,High,7,Yes,0,Public,4,Near,Medium
59,60,High,Low,10,Yes,1,Public,4,Far,Low
65,64,Medium,High,7,Yes,5,Public,4,Moderate,Medium
66,64,High,Medium,10,Yes,1,Public,3,Moderate,Medium
67,88,Medium,Medium,4,Yes,1,Public,2,Near,High
62,68,High,Medium,5,Yes,1,Public,4,Far,Medium
65,96,High,Low,6,Yes,1,Private,3,Near,Medium
73,97,High,Medium,8,Yes,3,Public,2,Near,Medium
70,99,Medium,Medium,10,Yes,1,Private,2,Near,Low
75,98,Low,Medium,6,Yes,2,Public,4,Near,Medium
66,71,High,High,8,Yes,0,Public,3,Near,Medium
65,80,High,Medium,10,Yes,1,Public,3,Moderate,Low
64,67,Medium,Medium,9,Yes,1,Public,3,Moderate,Medium
70,92,High,Low,6,Yes,2,Public,5,Near,Low
71,96,Medium,High,8,Yes,0,Private,5,Moderate,Medium
68,94,Low,Medium,8,Yes,0,Public,3,Near,Low
64,77,Medium,Medium,6,Yes,1,Private,2,Near,Low
67,90,High,High,8,Yes,2,Public,3,Near,Low
65,64,Medium,High,6,Yes,6,Public,6,Moderate,Medium
62,62,High,Medium,7,Yes,3,Public,3,Near,Medium
68,90,Low,High,5,Yes,1,Public,1,Near,Low
66,77,High,Medium,4,Yes,1,Private,2,Near,Medium
69,100,High,High,7,Yes,1,Public,2,Moderate,High
68,64,Medium,Medium,7,Yes,3,Public,4,Moderate,High
71,94,Medium,Low,5,Yes,0,Public,2,Near,Medium
68,79,Medium,High,8,Yes,3,Public,4,Near,Medium
64,93,High,Low,7,Yes,0,Private,2,Moderate,Medium
66,93,Low,Medium,8,Yes,0,Public,3,Moderate,Low
70,97,Medium,Low,8,Yes,0,Private,2,Near,High
60,72,Low,Medium,9,Yes,1,Public,1,Moderate,Medium
69,98,Medium,Medium,8,Yes,0,Public,2,Far,Low
65,66,Medium,Medium,7,Yes,1,Public,4,Near,Low
66,63,High,High,7,Yes,1,Public,2,Near,Medium
64,77,Medium,Low,10,Yes,1,Private,3,Near,Medium
71,93,Medium,High,8,Yes,0,Public,1,Moderate,Medium
66,79,High,Low,7,Yes,0,Public,3,Near,Medium
66,93,Medium,Low,7,Yes,0,Public,3,Near,Low
68,89,Medium,Medium,6,Yes,1,Private,3,Moderate,Medium
63,68,High,High,5,Yes,1,Public,5,Moderate,High
66,98,Medium,Low,10,Yes,1,Public,2,Near,Low
61,62,Low,Medium,8,No,0,Public,2,Near,Low
70,96,Medium,Low,5,Yes,4,Private,3,Near,High
68,72,Medium,High,7,Yes,5,Private,2,Moderate,Low
65,80,Medium,Medium,9,Yes,5,Public,2,Moderate,Low
69,77,High,Medium,6,Yes,0,Public,1,Near,High
67,67,Medium,High,6,Yes,0,Public,4,Near,Low
62,74,High,Medium,8,Yes,0,Public,3,Moderate,Low
61,68,Low,High,8,Yes,2,Private,4,Near,Low
65,67,High,Medium,6,Yes,0,Public,3,Near,Medium
65,80,High,Medium,8,Yes,1,Public,4,Moderate,Medium
